"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify that an invalid user cannot login to the application","16073","Lead Management","Surefire suite","Tue Jun 03 13:36:48 IST 2025","passed","Tue Jun 03 13:37:04 IST 2025","TestCase.CreateNewLeadFromCRM","Surefire test","TestCase.CreateNewLeadFromCRM","LeadAssignementFromAdmin"
